time, V(in), V(out), V(next), V(fext)
0, 0, 0, 0, 0
1e-11, 0.00155716, 0, 0, 0
2e-11, 0.0087036, 0, 2.43513e-08, 0
3e-11, 0.0235427, 0, 1.37182e-05, 0
4e-11, 0.0470248, 0, 3.96456e-05, 0
5e-11, 0.0790757, 0, 7.15042e-05, 0
6e-11, 0.118634, 0, 0.000105302, 0
7e-11, 0.163822, 0, 0.000137199, 0
8e-11, 0.212162, 0, 0.000163616, 0
9e-11, 0.26091, 0, 0.000181647, 0
1e-10, 0.307434, 0, 0.000189488, 0
1.1e-10, 0.349539, 0, 0.000186717, 0
1.2e-10, 0.385717, 0, 0.000174326, 0
1.3e-10, 0.415248, 0, 0.000154475, 0
1.4e-10, 0.43814, 0.00103531, 0.000130027, 1.11823e-09
1.5e-10, 0.454993, 0.00696184, 0.000103996, 2.02504e-07
1.6e-10, 0.466774, 0.0200345, 7.90246e-05, 5.68895e-07
1.7e-10, 0.474589, 0.0413411, 5.70321e-05, 1.0176e-06
1.8e-10, 0.479507, 0.0710285, 3.90706e-05, 1.49485e-06
1.9e-10, 0.482443, 0.108336, 2.539e-05, 1.94886e-06
2e-10, 0.484113, 0.151686, 1.56394e-05, 2.33102e-06
2.1e-10, 0.485025, 0.198874, 9.12353e-06, 2.60108e-06
2.2e-10, 0.48551, 0.247352, 5.0362e-06, 2.73274e-06
2.3e-10, 0.485765, 0.294555, 2.6281e-06, 2.71763e-06
2.4e-10, 0.4859, 0.33823, 1.29529e-06, 2.56612e-06
2.5e-10, 0.48597, 0.37668, 6.02371e-07, 2.30477e-06
2.6e-10, 0.486015, 0.408912, 2.64063e-07, 1.97083e-06
2.7e-10, 0.4861, 0.434646, 1.09012e-07, 1.60508e-06
2.8e-10, 0.486277, 0.45421, 4.23389e-08, 1.245e-06
2.9e-10, 0.486573, 0.468369, 1.54552e-08, 9.19488e-07
3e-10, 0.487002, 0.478119, 5.29735e-09, 6.46292e-07
3.1e-10, 0.487559, 0.484502, 1.7032e-09, 4.32076e-07
3.2e-10, 0.488229, 0.488473, 5.13187e-10, 2.74562e-07
3.3e-10, 0.488983, 0.490819, 1.44767e-10, 1.65707e-07
3.4e-10, 0.489784, 0.492133, 3.81974e-11, 9.49093e-08
3.5e-10, 0.49059, 0.492831, 9.41793e-12, 5.15441e-08
3.6e-10, 0.491362, 0.493182, 2.16783e-12, 2.65199e-08
3.7e-10, 0.492065, 0.493349, 4.65411e-13, 1.29152e-08
3.8e-10, 0.492677, 0.493424, 9.31078e-14, 5.9481e-09
3.9e-10, 0.493185, 0.493456, 1.73403e-14, 2.58825e-09
4e-10, 0.493586, 0.493471, 3.00454e-15, 1.06313e-09
4.1e-10, 0.49389, 0.493479, 4.82253e-16, 4.11841e-10
4.2e-10, 0.494108, 0.493485, 7.28584e-17, 1.50326e-10
4.3e-10, 0.494258, 0.493493, 1.04083e-17, 5.16542e-11
4.4e-10, 0.494356, 0.493501, 1.73472e-18, 1.66937e-11
4.5e-10, 0.494417, 0.49351, 0, 5.06971e-12
4.6e-10, 0.494454, 0.493521, 0, 1.44547e-12
4.7e-10, 0.494474, 0.493531, 0, 3.86585e-13
4.8e-10, 0.494485, 0.493542, 0, 9.68961e-14
4.9e-10, 0.494491, 0.493551, 0, 2.27412e-14
5e-10, 0.494493, 0.49356, 0, 4.99335e-15
5.1e-10, 0.494495, 0.493567, 0, 1.02487e-15
5.2e-10, 0.494495, 0.493573, 0, 1.96457e-16
5.3e-10, 0.494495, 0.493578, 0, 3.51553e-17
5.4e-10, 0.494495, 0.493581, 0, 5.85469e-18
5.5e-10, 0.494496, 0.493584, 0, 9.21572e-19
5.6e-10, 0.494496, 0.493586, 0, 1.35525e-19
5.7e-10, 0.494496, 0.493587, 0, 2.71051e-20
5.8e-10, 0.494496, 0.493587, 0, 0
5.9e-10, 0.494496, 0.493588, 0, 0
6e-10, 0.494496, 0.493588, 0, 0
6.1e-10, 0.494496, 0.493588, 0, 0
6.2e-10, 0.494496, 0.493588, 0, 0
6.3e-10, 0.494496, 0.493588, 0, 0
6.4e-10, 0.494496, 0.493588, 0, 0
6.5e-10, 0.494496, 0.493588, 0, 0
6.6e-10, 0.494496, 0.493588, 0, 0
