time, V(in), V(out), V(next), V(fext)
0, 0, 0, 0, 0
1e-11, 0.00155864, 0, 0, 0
2e-11, 0.00871432, 0, 2.43762e-08, 0
3e-11, 0.0235809, 0, 2.77069e-05, 0
4e-11, 0.0471066, 0, 0.000104447, 0
5e-11, 0.0792067, 0, 0.000206253, 0
6e-11, 0.118842, 0, 0.00032178, 0
7e-11, 0.164125, 0, 0.00048514, 0
8e-11, 0.212569, 0, 0.000716241, 0
9e-11, 0.26142, 0, 0.000976073, 0
1e-10, 0.308034, 0, 0.00122745, 0
1.1e-10, 0.350214, 0, 0.00146324, 0
1.2e-10, 0.386456, 0, 0.00167877, 0
1.3e-10, 0.416039, 0, 0.00184201, 1.17039e-07
1.4e-10, 0.438983, 0.00104695, 0.00193556, 5.22857e-07
1.5e-10, 0.455886, 0.00700231, 0.00195261, 1.62123e-06
1.6e-10, 0.467711, 0.0201176, 0.00190446, 3.77281e-06
1.7e-10, 0.47556, 0.0414784, 0.00184911, 6.55742e-06
1.8e-10, 0.480494, 0.0712283, 0.00181527, 9.54256e-06
1.9e-10, 0.483425, 0.108603, 0.00185639, 1.25691e-05
2e-10, 0.485065, 0.152019, 0.00195136, 1.63655e-05
2.1e-10, 0.485925, 0.19927, 0.00206885, 2.0572e-05
2.2e-10, 0.486339, 0.247801, 0.00218455, 2.44372e-05
2.3e-10, 0.486515, 0.295047, 0.00231255, 2.7667e-05
2.4e-10, 0.486566, 0.338752, 0.00248635, 3.09207e-05
2.5e-10, 0.486563, 0.377222, 0.00265071, 3.35476e-05
2.6e-10, 0.486546, 0.409465, 0.00276832, 3.53313e-05
2.7e-10, 0.486576, 0.435202, 0.00281825, 3.60735e-05
2.8e-10, 0.48671, 0.454764, 0.00279042, 3.57279e-05
2.9e-10, 0.486975, 0.468919, 0.00268428, 3.49649e-05
3e-10, 0.487383, 0.478664, 0.0025073, 3.3988e-05
3.1e-10, 0.487928, 0.485043, 0.00227291, 3.31503e-05
3.2e-10, 0.488591, 0.48901, 0.00199835, 3.30525e-05
3.3e-10, 0.489342, 0.491353, 0.00170245, 3.35169e-05
3.4e-10, 0.49014, 0.492665, 0.00140369, 3.41053e-05
3.5e-10, 0.490946, 0.493362, 0.0011185, 3.46961e-05
3.6e-10, 0.491718, 0.493712, 0.000859915, 3.63808e-05
3.7e-10, 0.492423, 0.493879, 0.000636751, 3.86703e-05
3.8e-10, 0.493037, 0.493954, 0.00045331, 4.08406e-05
3.9e-10, 0.493549, 0.493986, 0.000309708, 4.24472e-05
4e-10, 0.493955, 0.494, 0.000202716, 4.31736e-05
4.1e-10, 0.494263, 0.494008, 0.000126906, 4.28254e-05
4.2e-10, 0.494486, 0.494014, 7.58673e-05, 4.13358e-05
4.3e-10, 0.49464, 0.494021, 4.32485e-05, 3.87622e-05
4.4e-10, 0.494741, 0.494029, 2.34767e-05, 3.52691e-05
4.5e-10, 0.494805, 0.494038, 1.21198e-05, 3.11015e-05
4.6e-10, 0.494843, 0.494048, 5.94328e-06, 2.65503e-05
4.7e-10, 0.494864, 0.494059, 2.76526e-06, 2.19144e-05
4.8e-10, 0.494876, 0.494069, 1.21943e-06, 1.74665e-05
4.9e-10, 0.494882, 0.494078, 5.09145e-07, 1.34251e-05
5e-10, 0.494885, 0.494087, 2.01079e-07, 9.93718e-06
5.1e-10, 0.494886, 0.494095, 7.50438e-08, 7.07356e-06
5.2e-10, 0.494887, 0.494101, 2.64416e-08, 4.83544e-06
5.3e-10, 0.494887, 0.494106, 8.78814e-09, 3.17004e-06
5.4e-10, 0.494887, 0.494109, 2.7527e-09, 1.99043e-06
5.5e-10, 0.494887, 0.494112, 8.11898e-10, 1.19543e-06
5.6e-10, 0.494887, 0.494114, 2.25298e-10, 6.8591e-07
5.7e-10, 0.494887, 0.494115, 5.87713e-11, 3.75543e-07
5.8e-10, 0.494887, 0.494116, 1.44002e-11, 1.95982e-07
5.9e-10, 0.494887, 0.494116, 3.31144e-12, 9.73793e-08
6e-10, 0.494887, 0.494116, 7.14102e-13, 4.6022e-08
6.1e-10, 0.494887, 0.494116, 1.44292e-13, 2.06671e-08
6.2e-10, 0.494887, 0.494117, 2.73011e-14, 8.81046e-09
6.3e-10, 0.494887, 0.494117, 4.83467e-15, 3.56221e-09
6.4e-10, 0.494887, 0.494117, 7.97973e-16, 1.36475e-09
6.5e-10, 0.494887, 0.494117, 1.24033e-16, 4.95026e-10
6.6e-10, 0.494887, 0.494117, 1.9082e-17, 1.69852e-10
