time, V(in), V(out), V(next), V(fext)
0, 0, 0, 0, 0
1e-11, 0.0015621, 0, 0, 0
2e-11, 0.0087591, 0, 0, 0
3e-11, 0.0237013, 0, 0, 0
4e-11, 0.0473291, 0, 0, 0
5e-11, 0.0795655, 0, 0, 0
6e-11, 0.119357, 0, 0, 0
7e-11, 0.164803, 0, 0, 0
8e-11, 0.213399, 0, 0, 0
9e-11, 0.26238, 0, 0, 0
1e-10, 0.30908, 0, 0, 0
1.1e-10, 0.3513, 0, 0, 0
1.2e-10, 0.387539, 0, 0, 0
1.3e-10, 0.417084, 0, 0, 0
1.4e-10, 0.439966, 0.001012, 0, 0
1.5e-10, 0.456796, 0.00689927, 0, 0
1.6e-10, 0.468548, 0.0199382, 0, 0
1.7e-10, 0.476337, 0.0412282, 0, 0
1.8e-10, 0.481236, 0.0709245, 0, 0
1.9e-10, 0.484161, 0.108272, 0, 0
2e-10, 0.485821, 0.151696, 0, 0
2.1e-10, 0.48672, 0.19899, 0, 0
2.2e-10, 0.48718, 0.247599, 0, 0
2.3e-10, 0.487403, 0.294952, 0, 0
2.4e-10, 0.487505, 0.338783, 0, 0
2.5e-10, 0.487545, 0.377388, 0, 0
2.6e-10, 0.487555, 0.409764, 0, 0
2.7e-10, 0.487594, 0.435623, 0, 0
2.8e-10, 0.487722, 0.455291, 0, 0
2.9e-10, 0.48797, 0.46953, 0, 0
3e-10, 0.488351, 0.47934, 0, 0
3.1e-10, 0.488864, 0.485765, 0, 0
3.2e-10, 0.489495, 0.489763, 0, 0
3.3e-10, 0.490215, 0.492126, 0, 0
3.4e-10, 0.490987, 0.493451, 0, 0
3.5e-10, 0.491772, 0.494154, 0, 0
3.6e-10, 0.49253, 0.494508, 0, 0
3.7e-10, 0.493227, 0.494677, 0, 0
3.8e-10, 0.493838, 0.494753, 0, 0
3.9e-10, 0.494349, 0.494786, 0, 0
4e-10, 0.494757, 0.494801, 0, 0
4.1e-10, 0.495068, 0.494809, 0, 0
4.2e-10, 0.495294, 0.494816, 0, 0
4.3e-10, 0.495451, 0.494824, 0, 0
4.4e-10, 0.495554, 0.494832, 0, 0
4.5e-10, 0.49562, 0.494842, 0, 0
4.6e-10, 0.495659, 0.494852, 0, 0
4.7e-10, 0.495681, 0.494862, 0, 0
4.8e-10, 0.495693, 0.494872, 0, 0
4.9e-10, 0.4957, 0.494881, 0, 0
5e-10, 0.495703, 0.49489, 0, 0
5.1e-10, 0.495704, 0.494896, 0, 0
5.2e-10, 0.495705, 0.494902, 0, 0
5.3e-10, 0.495705, 0.494906, 0, 0
5.4e-10, 0.495705, 0.494909, 0, 0
5.5e-10, 0.495705, 0.494912, 0, 0
5.6e-10, 0.495705, 0.494913, 0, 0
5.7e-10, 0.495705, 0.494914, 0, 0
5.8e-10, 0.495705, 0.494915, 0, 0
5.9e-10, 0.495705, 0.494915, 0, 0
6e-10, 0.495705, 0.494915, 0, 0
6.1e-10, 0.495705, 0.494915, 0, 0
6.2e-10, 0.495705, 0.494915, 0, 0
6.3e-10, 0.495705, 0.494915, 0, 0
6.4e-10, 0.495705, 0.494915, 0, 0
6.5e-10, 0.495705, 0.494915, 0, 0
6.6e-10, 0.495705, 0.494915, 0, 0
