time, V(in), V(out), V(next), V(fext)
0, 0, 0, 0, 0
1e-11, 0.0015709, 0, 0, 0
2e-11, 0.00882289, 0, 0, 0
3e-11, 0.0238999, 0, 7.15478e-06, 0
4e-11, 0.0477325, 0, 6.26769e-05, 0
5e-11, 0.080231, 0, 0.000224356, 0
6e-11, 0.120327, 0, 0.000532775, 0
7e-11, 0.166098, 0, 0.000993612, 0
8e-11, 0.215019, 0, 0.00158618, 0
9e-11, 0.264301, 0, 0.00227172, 0
1e-10, 0.31127, 0, 0.00298762, 0
1.1e-10, 0.353718, 0, 0.0036341, 0
1.2e-10, 0.39014, 0, 0.0041386, 0
1.3e-10, 0.419824, 0, 0.00445087, 0
1.4e-10, 0.442806, 0.00115701, 0.00454582, 0
1.5e-10, 0.459706, 0.00735952, 0.00442615, 2.2814e-07
1.6e-10, 0.471503, 0.0208153, 0.00416485, 1.75494e-06
1.7e-10, 0.479316, 0.0425849, 0.00387217, 5.25066e-06
1.8e-10, 0.484224, 0.0727844, 0.00361668, 1.08669e-05
1.9e-10, 0.487148, 0.11062, 0.00340325, 1.84398e-05
2e-10, 0.488795, 0.154479, 0.00323775, 2.75362e-05
2.1e-10, 0.489669, 0.202131, 0.00316792, 3.72894e-05
2.2e-10, 0.490104, 0.251003, 0.00319432, 4.63835e-05
2.3e-10, 0.490304, 0.298521, 0.00325505, 5.38299e-05
2.4e-10, 0.490385, 0.34243, 0.00330391, 5.8891e-05
2.5e-10, 0.490413, 0.381041, 0.00330279, 6.11323e-05
2.6e-10, 0.490424, 0.413373, 0.00322563, 6.04954e-05
2.7e-10, 0.490482, 0.439161, 0.00306144, 5.79797e-05
2.8e-10, 0.490642, 0.45875, 0.00281434, 5.49684e-05
2.9e-10, 0.49093, 0.472915, 0.00250088, 5.21951e-05
3e-10, 0.491355, 0.482662, 0.00214553, 4.95837e-05
3.1e-10, 0.491913, 0.489039, 0.00177554, 4.73524e-05
3.2e-10, 0.492583, 0.493004, 0.00141638, 4.63111e-05
3.3e-10, 0.493335, 0.495345, 0.00108836, 4.64199e-05
3.4e-10, 0.494131, 0.496656, 0.000804961, 4.69356e-05
3.5e-10, 0.494929, 0.497352, 0.00057251, 4.73051e-05
3.6e-10, 0.495691, 0.497702, 0.000391147, 4.70551e-05
3.7e-10, 0.496384, 0.497869, 0.000256408, 4.58481e-05
3.8e-10, 0.496987, 0.497944, 0.000161063, 4.3527e-05
3.9e-10, 0.497486, 0.497976, 9.6816e-05, 4.01237e-05
4e-10, 0.497882, 0.497989, 5.56123e-05, 3.58322e-05
4.1e-10, 0.498182, 0.497993, 3.04826e-05, 3.09562e-05
4.2e-10, 0.498399, 0.497995, 1.59214e-05, 2.58457e-05
4.3e-10, 0.498548, 0.497996, 7.91321e-06, 2.08378e-05
4.4e-10, 0.498646, 0.497996, 3.73755e-06, 1.62113e-05
4.5e-10, 0.498707, 0.497996, 1.6754e-06, 1.21604e-05
4.6e-10, 0.498744, 0.497996, 7.11883e-07, 8.78738e-06
4.7e-10, 0.498764, 0.497996, 2.86374e-07, 6.11108e-06
4.8e-10, 0.498776, 0.497996, 1.08942e-07, 4.08549e-06
4.9e-10, 0.498781, 0.497996, 3.91486e-08, 2.6225e-06
5e-10, 0.498784, 0.497996, 1.3275e-08, 1.61428e-06
5.1e-10, 0.498785, 0.497996, 4.24327e-09, 9.51611e-07
5.2e-10, 0.498786, 0.497996, 1.27729e-09, 5.36513e-07
5.3e-10, 0.498786, 0.497996, 3.61725e-10, 2.88909e-07
5.4e-10, 0.498786, 0.497996, 9.62861e-11, 1.484e-07
5.5e-10, 0.498786, 0.497996, 2.40684e-11, 7.26182e-08
5.6e-10, 0.498786, 0.497996, 5.64471e-12, 3.3811e-08
5.7e-10, 0.498786, 0.497996, 1.24098e-12, 1.49609e-08
5.8e-10, 0.498786, 0.497996, 2.55535e-13, 6.28413e-09
5.9e-10, 0.498786, 0.497996, 4.92419e-14, 2.50292e-09
6e-10, 0.498786, 0.497996, 8.86791e-15, 9.44295e-10
6.1e-10, 0.498786, 0.497996, 1.4988e-15, 3.37121e-10
6.2e-10, 0.498786, 0.497996, 2.35922e-16, 1.13778e-10
6.3e-10, 0.498786, 0.497996, 3.46945e-17, 3.62672e-11
6.4e-10, 0.498786, 0.497996, 3.46945e-18, 1.09083e-11
6.5e-10, 0.498786, 0.497996, 0, 3.09318e-12
