time, V(in), V(out), V(next), V(fext)
0, 0, 0, 0, 0
1e-11, 0.00156888, 0, 0, 0
2e-11, 0.00880838, 0, 0, 0
3e-11, 0.0238574, 0, 0, 0
4e-11, 0.047644, 0, 0, 0
5e-11, 0.0800803, 0, 0, 0
6e-11, 0.120102, 0, 0, 0
7e-11, 0.165793, 0, 0, 0
8e-11, 0.214634, 0, 0, 0
9e-11, 0.263841, 0, 0, 0
1e-10, 0.310743, 0, 0, 0
1.1e-10, 0.353127, 0, 0, 0
1.2e-10, 0.389484, 0, 0, 0
1.3e-10, 0.419088, 0, 0, 0
1.4e-10, 0.441962, 0.00112472, 0, 0
1.5e-10, 0.458725, 0.00725368, 0, 0
1.6e-10, 0.470372, 0.0206056, 0, 0
1.7e-10, 0.478037, 0.0422479, 0, 0
1.8e-10, 0.482809, 0.0723055, 0, 0
1.9e-10, 0.485623, 0.109994, 0, 0
2e-10, 0.487201, 0.153713, 0, 0
2.1e-10, 0.488052, 0.201239, 0, 0
2.2e-10, 0.488508, 0.250009, 0, 0
2.3e-10, 0.488761, 0.297452, 0, 0
2.4e-10, 0.488919, 0.341312, 0, 0
2.5e-10, 0.489027, 0.3799, 0, 0
2.6e-10, 0.48911, 0.412228, 0, 0
2.7e-10, 0.489225, 0.438025, 0, 0
2.8e-10, 0.489423, 0.457631, 0, 0
2.9e-10, 0.489731, 0.471815, 0, 0
3e-10, 0.490162, 0.48158, 0, 0
3.1e-10, 0.490716, 0.487972, 0, 0
3.2e-10, 0.491379, 0.491949, 0, 0
3.3e-10, 0.492125, 0.494298, 0, 0
3.4e-10, 0.49292, 0.495614, 0, 0
3.5e-10, 0.493724, 0.496314, 0, 0
3.6e-10, 0.494498, 0.496665, 0, 0
3.7e-10, 0.495208, 0.496833, 0, 0
3.8e-10, 0.495829, 0.496908, 0, 0
3.9e-10, 0.496349, 0.49694, 0, 0
4e-10, 0.496762, 0.496953, 0, 0
4.1e-10, 0.497077, 0.496958, 0, 0
4.2e-10, 0.497306, 0.49696, 0, 0
4.3e-10, 0.497464, 0.49696, 0, 0
4.4e-10, 0.497568, 0.496961, 0, 0
4.5e-10, 0.497633, 0.496961, 0, 0
4.6e-10, 0.497672, 0.496961, 0, 0
4.7e-10, 0.497695, 0.496961, 0, 0
4.8e-10, 0.497707, 0.496961, 0, 0
4.9e-10, 0.497713, 0.496961, 0, 0
5e-10, 0.497716, 0.496961, 0, 0
5.1e-10, 0.497717, 0.496961, 0, 0
5.2e-10, 0.497718, 0.496961, 0, 0
5.3e-10, 0.497718, 0.496961, 0, 0
5.4e-10, 0.497718, 0.496961, 0, 0
5.5e-10, 0.497718, 0.496961, 0, 0
5.6e-10, 0.497718, 0.496961, 0, 0
5.7e-10, 0.497718, 0.496961, 0, 0
5.8e-10, 0.497718, 0.496961, 0, 0
5.9e-10, 0.497718, 0.496961, 0, 0
6e-10, 0.497718, 0.496961, 0, 0
6.1e-10, 0.497718, 0.496961, 0, 0
6.2e-10, 0.497718, 0.496961, 0, 0
6.3e-10, 0.497718, 0.496961, 0, 0
6.4e-10, 0.497718, 0.496961, 0, 0
6.5e-10, 0.497718, 0.496961, 0, 0
6.6e-10, 0.497718, 0.496961, 0, 0
