time, V(in), V(out), V(next), V(fext)
7.3e-10, 0.498786, 0.497996, 0, 4.76367e-14
7.4e-10, 0.498786, 0.497996, 0, 1.14377e-14
7.5e-10, 0.498786, 0.497996, 0, 2.58292e-15
7.6e-10, 0.498786, 0.497996, 0, 5.48173e-16
7.7e-10, 0.498786, 0.497996, 0, 1.09288e-16
7.8e-10, 0.498786, 0.497996, 0, 2.04372e-17
7.9e-10, 0.498786, 0.497996, 0, 3.60497e-18
8e-10, 0.498786, 0.497996, 0, 6.23416e-19
8.1e-10, 0.498786, 0.497996, 0, 1.0842e-19
8.2e-10, 0.498786, 0.497996, 0, 2.71051e-20
8.3e-10, 0.498786, 0.497996, 0, 0
8.4e-10, 0.498786, 0.497996, 0, 0
8.5e-10, 0.498786, 0.497996, 0, 0
8.6e-10, 0.498786, 0.497996, 0, 0
8.7e-10, 0.498786, 0.497996, 0, 0
8.8e-10, 0.498786, 0.497996, 0, 0
8.9e-10, 0.498786, 0.497996, 0, 0
9e-10, 0.498786, 0.497996, 0, 0
9.1e-10, 0.498786, 0.497996, 0, 0
9.2e-10, 0.498786, 0.497996, 0, 0
9.3e-10, 0.498786, 0.497996, 0, 0
9.4e-10, 0.498786, 0.497996, 0, 0
9.5e-10, 0.498786, 0.497996, 0, 0
9.6e-10, 0.498786, 0.497996, 0, 0
9.7e-10, 0.498786, 0.497996, 0, 0
9.8e-10, 0.498786, 0.497996, 0, 0
