time, V(in), V(out), V(next), V(fext)
0, 0, 0, 0, 0
1e-11, 0.0015709, 0, 0, 0
2e-11, 0.00882289, 0, 0, 0
3e-11, 0.0238999, 0, 0, 0
4e-11, 0.0477325, 0, 0, 0
5e-11, 0.080231, 0, 0, 0
6e-11, 0.120327, 0, 0, 0
7e-11, 0.166098, 0, 0, 0
8e-11, 0.215019, 0, 0, 0
9e-11, 0.264301, 0, 0, 0
1e-10, 0.31127, 0, 0, 0
1.1e-10, 0.353718, 0, 0, 0
1.2e-10, 0.39014, 0, 0, 0
1.3e-10, 0.419824, 0, 0, 0
1.4e-10, 0.442806, 0.00115702, 0, 0
1.5e-10, 0.459706, 0.0073596, 0, 0
1.6e-10, 0.471503, 0.0208155, 0, 0
1.7e-10, 0.479316, 0.0425854, 0, 0
1.8e-10, 0.484224, 0.0727853, 0, 0
1.9e-10, 0.487148, 0.110621, 0, 0
2e-10, 0.488795, 0.154481, 0, 0
2.1e-10, 0.489669, 0.202133, 0, 0
2.2e-10, 0.490104, 0.251005, 0, 0
2.3e-10, 0.490304, 0.298524, 0, 0
2.4e-10, 0.490385, 0.342432, 0, 0
2.5e-10, 0.490413, 0.381043, 0, 0
2.6e-10, 0.490424, 0.413375, 0, 0
2.7e-10, 0.490482, 0.439163, 0, 0
2.8e-10, 0.490642, 0.458751, 0, 0
2.9e-10, 0.49093, 0.472916, 0, 0
3e-10, 0.491355, 0.482662, 0, 0
3.1e-10, 0.491913, 0.48904, 0, 0
3.2e-10, 0.492583, 0.493005, 0, 0
3.3e-10, 0.493335, 0.495345, 0, 0
3.4e-10, 0.494131, 0.496657, 0, 0
3.5e-10, 0.494929, 0.497353, 0, 0
3.6e-10, 0.495691, 0.497703, 0, 0
3.7e-10, 0.496384, 0.497869, 0, 0
3.8e-10, 0.496987, 0.497944, 0, 0
3.9e-10, 0.497487, 0.497976, 0, 0
4e-10, 0.497883, 0.497989, 0, 0
4.1e-10, 0.498182, 0.497993, 0, 0
4.2e-10, 0.498399, 0.497995, 0, 0
4.3e-10, 0.498548, 0.497996, 0, 0
4.4e-10, 0.498646, 0.497996, 0, 0
4.5e-10, 0.498707, 0.497996, 0, 0
4.6e-10, 0.498744, 0.497996, 0, 0
4.7e-10, 0.498764, 0.497996, 0, 0
4.8e-10, 0.498776, 0.497996, 0, 0
4.9e-10, 0.498781, 0.497996, 0, 0
5e-10, 0.498784, 0.497996, 0, 0
5.1e-10, 0.498785, 0.497996, 0, 0
5.2e-10, 0.498786, 0.497996, 0, 0
5.3e-10, 0.498786, 0.497996, 0, 0
5.4e-10, 0.498786, 0.497996, 0, 0
5.5e-10, 0.498786, 0.497996, 0, 0
5.6e-10, 0.498786, 0.497996, 0, 0
5.7e-10, 0.498786, 0.497996, 0, 0
5.8e-10, 0.498786, 0.497996, 0, 0
5.9e-10, 0.498786, 0.497996, 0, 0
6e-10, 0.498786, 0.497996, 0, 0
6.1e-10, 0.498786, 0.497996, 0, 0
6.2e-10, 0.498786, 0.497996, 0, 0
6.3e-10, 0.498786, 0.497996, 0, 0
6.4e-10, 0.498786, 0.497996, 0, 0
6.5e-10, 0.498786, 0.497996, 0, 0
6.6e-10, 0.498786, 0.497996, 0, 0
